,price
12543,1275000
260,935000
17542,1650000
11614,1137000
16597,1690304
20170,1275200
1091,2025000
13154,1346000
6931,2548000
4649,2098000
16922,2422485
19514,1101000
13747,2583900
7142,1515000
9025,1440000
8961,701000
16861,1752920
9444,1305000
17648,1084000
14634,1450000
18600,1184137
17237,1869300
9090,723000
532,4318000
2417,1000000
4041,2160000
4676,3620200
2921,1050000
20712,1882000
2249,1600000
5479,1100000
13315,1669140
14006,1443000
15299,1100000
9457,1462000
1718,1408000
14822,1402000
2459,1000000
6793,1677000
10547,1204000
8621,1726000
11158,1202000
20063,890400
14400,2169000
14627,2100000
759,1284000
22805,923000
14642,5086318
3338,1405000
16341,1850000
11200,3280000
22560,1288000
6060,1733000
17446,2933000
6621,1262000
14349,2760000
23511,2600000
7470,2260000
3691,3100000
5767,1327600
4395,920000
6205,1136000
2903,910000
1839,2408000
21093,2947000
21305,1233918
17492,975000
18083,1337500
6758,1794000
3339,1187000
15739,1110000
12340,2200000
620,1012000
1656,1185000
2628,2630000
19889,1363230
20955,2646000
15264,1069000
10903,1611000
1999,2167200
11315,2000000
18859,1684000
3881,1456000
15573,2850000
4215,1270000
17735,3150000
11622,1346000
7224,1348000
1723,1710000
5747,1150600
6104,7000000
21125,1847000
8814,710000
2407,1060000
11301,3110000
3465,833000
21101,1981000
10897,2246000
10363,1213500
23388,3100000
12240,1705000
21701,2550000
443,2160000
12396,3187000
15760,1688888
972,1992000
376,1280000
19548,1830000
825,1138000
704,855000
13764,1274130
18921,2378000
2655,7280000
9592,1175000
14602,2460000
17171,900309
23255,1515000
10529,1194500
15120,1015000
3442,1142000
15933,1312000
6820,1355000
14030,1596000
12202,1460000
20142,1225080
2337,1550000
8638,1119000
4872,3450000
3066,1580000
15172,1090000
20620,1434000
16101,3881000
3909,1447000
16382,2300000
2639,1400000
15982,2497000
703,861000
5172,1500000
1934,1804000
15831,1400000
4694,5425000
15894,1226000
5526,1713900
21231,964000
8031,1678604
2804,1839999
8272,908000
16469,1050000
14328,1900000
8653,1464000
4661,4133000
8945,1089000
11114,1559000
3766,1620000
22469,1627000
18551,3419802
16771,1037068
4129,1600000
1049,1293000
8667,1160000
14703,1263000
12681,1539000
18858,1640000
171,2031000
15139,1751000
18217,2059000
13948,14000000
10048,1368000
4617,880000
12994,5890000
908,855000
17097,872779
19842,1526020
2293,1068888
22576,1088000
10033,1200000
7273,1039000
5651,1408400
757,1222000
16795,1181831
4121,2575000
22657,1230000
9393,717000
8303,895000
21583,2016800
7229,1298000
1701,1650000
5879,1152800
22616,3150000
15260,1158000
15492,1450000
978,1950000
16287,1580000
18126,1752000
1499,2150800
7730,3681000
7570,1625788
6194,1836000
19354,3000000
8301,890000
13601,1583000
4960,6501320
12319,1724000
22991,2128000
4364,1650000
21569,1820000
12010,1519000
15884,2491000
12973,2508000
14186,2800000
15315,799000
7699,4426000
19452,1888000
12956,1488000
6639,932000
19860,1694520
16564,907475
19543,1280000
2416,1750000
23386,1550000
1614,1965000
16415,4428888
9273,1399000
8976,4003888
21513,1020000
11941,1900000
22277,6148560
2366,1500000
20230,1002400
9347,1148000
16321,2000000
4786,2142500
3996,1320000
7074,2007000
17895,1672400
7540,1828000
3679,1984875
20708,1180000
18358,1753000
18388,2080000
11701,1475200
12574,3430000
18666,1293000
12389,3424000
18340,2018000
8408,2790000
20459,1345000
4970,2318000
20752,3230000
5531,1770000
22222,4658600
23007,1520000
6101,3000000
6395,1287000
12244,1943000
5608,1455800
12032,1979200
8093,1265000
20276,785560
4878,2880480
3804,1650000
8771,1175000
19034,1565000
6486,1774000
14313,2000000
17054,872779
7663,2715728
23192,5863000
11568,1551000
17760,1105000
10489,2226000
13875,1416690
13432,3098000
7546,2845000
14735,1258000
16225,2552000
8955,2007000
13035,1485000
19551,2400000
15221,1010000
8836,1226000
15294,1441000
12256,2106000
14221,3180000
2340,1950000
9381,1122000
2913,1035000
20443,1149000
7004,1172000
19079,1510000
19002,3550000
15159,1899000
10590,2177000
19451,1813000
9394,717000
18068,1667300
7207,988000
12386,1705000
20073,701920
2477,1740000
8674,1735000
13188,3309600
17752,956000
20518,1321000
4558,1340000
16816,952816
7904,1756389
20005,1263600
23389,2290000
12774,1183000
12353,1788000
7039,2503000
16480,1560000
6021,1801000
11489,5102040
1126,1653000
3939,3480000
7308,1438000
23244,1700000
6634,1264000
16359,1580000
16148,9100000
21222,1060400
1669,1700000
11858,1517200
11693,917000
8176,2700000
20355,890400
20546,2872000
16269,1310000
16202,2785000
3898,1197000
18115,1047000
6744,1261000
7919,1600000
20214,1135700
18256,1756000
6156,1278000
3312,799000
479,1050000
1596,1468000
18461,1400000
12503,1316000
21708,2832900
10679,2465000
10038,1651000
13613,2532420
8473,742000
12321,1597000
10379,1148000
8839,1441000
15100,1869000
17468,3150000
22705,1630000
20484,1613000
5715,1075700
1786,1815000
19820,632000
23446,1235700
21535,930000
17992,2171000
5718,1327300
13642,1375110
9415,2480000
8040,4308000
15270,1065000
883,1102000
543,3800000
14084,1188000
8798,1051000
16004,1700000
23347,4100000
22927,960000
23290,6500000
4919,3256160
17008,1184825
22245,6850800
19601,2508888
22679,730000
1977,3350000
10795,1565000
17059,859548
10336,1170500
4457,1350000
17554,1166030
2160,1700000
7820,1724800
990,1265000
18536,1472800
21996,1750000
22833,1400000
5434,1168000
21286,1702572
21192,1437000
11513,1377000
14542,4738309
20350,2127200
510,3280000
10129,1432000
17385,1194426
8348,3230000
20192,1194740
9243,1133000
8194,1250000
839,1150000
18779,1641000
20394,968000
3957,2288000
4839,5471190
4889,5622000
20418,745000
762,1324000
21720,2500000
19357,4000000
4840,5185120
17987,1337500
11712,1580000
7076,1000000
1142,2036000
6189,1231000
14093,1810000
13297,1314000
15112,869000
5461,678000
21836,2700000
5156,13300000
1801,2634000
4756,1672280
11295,1164000
12710,1160000
12494,1352000
14725,1330000
530,4200000
19311,3300000
21454,1569000
9827,859000
1919,2544000
10945,2804000
124,1648600
17463,994850
21393,1799672
19762,1733600
14970,1213000
14652,1850000
1949,1752000
22577,1135941
15414,1630000
15331,734000
20936,3258000
22243,10333025
10604,2158000
21798,2981000
11429,1190000
18421,1960000
10571,2261000
17233,1089000
23366,3100000
21725,2180000
6341,881000
11068,1438000
13876,1419000
847,1553000
14216,1840000
17671,1768000
7894,1743905
14366,1780000
1903,2834000
16516,1900000
14085,1129999
6679,1667000
13736,3643200
15727,1096000
1183,2883000
11118,1848000
3060,1105000
3859,950888
21489,2317000
12799,2302000
288,1410000
9293,1153000
9805,1067000
582,1499000
4687,3670800
3270,1511160
16880,1019126
7035,1008000
12542,1268000
3879,1076000
17950,1667000
2180,1260000
23655,1140000
21200,1347600
10327,1509000
7623,3930000
16750,1087218
10613,2628000
16132,2650000
16488,830000
23534,1870000
17608,1224000
13372,988000
10155,2764000
12530,3364000
18304,1997000
6201,1222000
12545,3356000
3281,923670
7635,1654597
15633,1062000
19399,2276560
12804,3286000
15503,5180000
10399,1524000
21816,2175000
185,2226900
9055,1167000
15293,1750000
21857,1838000
4062,2050000
10857,2476000
18332,1605000
12832,3302000
1415,1322400
22583,1176510
12138,1126000
22585,1075156
20816,1977000
13826,2200770
14073,1780000
17445,1021000
6413,1274000
4327,1390000
8776,2121000
14180,2650000
9049,1693000
2868,1160000
7670,2778000
22031,710000
19370,2785000
9786,2000000
6630,1225000
7380,1364000
14156,870000
13914,2450250
2952,1300000
16676,1160580
15800,1295800
6805,1747000
9113,710000
21074,2216000
2205,1100000
20272,746820
16274,1150000
23432,1150000
14648,24000000
2456,1040000
8823,1116000
10523,1504000
6096,1759000
21216,979100
19716,721710
11090,1430000
20378,1989600
7475,4046128
2552,1080000
6975,1385000
8651,1756000
21043,1525000
1665,1155000
18478,1140000
3837,1138888
21160,600000
2582,1560000
802,1329000
9179,1438000
22047,1210000
8916,735000
14152,885000
16631,1218309
10282,1105000
21484,963046
7963,4388571
16596,1727717
21006,3429000
1811,2825000
15257,1442000
3527,1507000
9983,1203000
23070,1900000
4295,880000
602,1110000
14151,1000000
20535,1144000
19102,1450000
5040,3336000
10360,1196500
14943,1562000
3275,1352000
10525,1169500
1760,1700000
22518,3360000
13657,1491930
11137,1427000
21932,1480000
20190,1434180
23411,2500000
19388,2171000
13690,2766060
19834,749490
43,3254850
12140,2257000
4969,3282000
23248,1500000
14065,1150000
17311,946000
22019,1680000
14133,780000
13903,2576970
18938,932000
18494,1150000
874,1236000
6877,1295000
14304,1385000
8895,1450500
1626,23988000
14771,1245000
13862,1806000
18273,1083000
2280,1100000
9563,1791000
18843,3179000
979,880000
19053,1450000
3819,1480000
23112,3420000
20375,2002400
19757,896800
1179,2079000
1018,1915000
2955,2950000
14279,1588888
22315,2200000
17595,2423000
18566,1243121
2400,1030000
6945,1083000
4646,1420000
100,1763800
17305,1591000
18499,845000
20778,1472000
16603,994594
22792,998000
5425,1580000
949,1369000
19027,1530000
11183,1428000
15780,1372377
5674,1107300
13021,1336000
14297,6880000
10259,1151000
11943,2210000
5604,1885600
18292,1732000
11419,3300000
18912,1759000
321,2000000
1334,1960000
19819,1245780
8217,1818000
1563,1370000
11866,1316000
19669,1668000
15589,1338888
7254,1297000
20925,1459000
4359,1690000
12290,2169000
20789,1341000
948,939000
22935,800000
14805,1298000
18041,1380275
22055,1305000
15027,2098000
5228,1700000
16714,1351528
18890,2151000
23236,1530000
20864,1319000
10099,1714000
11711,2718000
4227,1635000
14718,1230000
23335,3968000
23353,2280000
16461,925000
13056,1526000
12065,1115000
6393,1228000
10811,2455000
5120,2728000
14886,1000000
10031,1212000
15462,1686000
5239,3700000
8289,1585000
9656,1636000
2504,3750000
21155,665000
10371,1504500
11364,1980000
7391,3268000
8954,1670000
15726,1779630
110,1707900
22472,1625000
15548,2350000
12887,1253000
10946,2804000
14723,950000
12343,1422000
16496,960000
4077,1560000
16073,2435000
14793,1400000
10917,1562000
6560,940000
19502,1288000
14856,1270000
19737,1349460
8437,720000
5063,1780000
10470,2185000
16620,1919655
12636,2290000
13786,1536480
95,2052400
12051,1060000
20605,1466000
2611,1200000
10098,1740000
11010,2710000
8411,760000
16337,1580000
15192,1236000
19274,3283000
10925,1618000
13462,1150000
6170,782000
10649,773000
17108,836613
5703,1827100
19780,899200
18167,1813000
6457,786000
20690,1318000
22982,1080000
15337,1074000
6742,915000
23215,1390000
14977,1380000
8851,1112000
13359,1633000
4791,2770160
4200,3100000
21504,1318000
8085,2180000
319,4800000
9432,839000
14471,3497000
10567,2117000
17117,845238
11958,1542000
5913,1389100
5614,1309100
14930,1123000
5493,1650000
9408,1049000
17849,2895000
330,3800000
9978,1478500
9004,1327000
10170,1399000
3116,1560000
13174,5464000
3331,1170000
613,1115000
23523,1770000
7579,2559000
722,1206000
13355,938000
5806,981600
6158,1425000
13815,1225620
22733,660000
11041,1448000
16069,2529000
16747,1499182
10302,1161000
13002,5768000
17213,1666099
19407,1377000
21937,2000000
7496,2872000
2259,1092500
3464,837540
16870,1205269
6900,1383000
11562,2189000
9925,1749000
7874,5330000
6125,3168000
18758,1616800
1278,1560000
22887,1310000
12793,2316000
14809,1320000
19320,2860000
10216,2747000
11210,2705000
10884,1506000
6057,1457800
18210,2024000
16841,1612552
7018,1411000
5688,1175100
10184,1384500
14202,3435000
51,4127920
8500,1188000
10856,2476000
92,1666600
8218,1935000
9923,1723000
19317,3500000
4329,1540000
12078,1086000
23177,7800000
22571,1131829
10537,1187500
11277,3070000
10510,2696000
7444,1468888
17205,1158416
17201,1206423
8554,1142000
22189,795000
18997,1450000
17281,1205269
18098,1991000
5340,702000
11659,1123000
23391,2250000
15838,1325000
7822,1669001
19179,4550000
9167,1160000
7971,1610200
15045,1291000
10986,2105000
3869,1060000
18100,1637000
20094,1413600
15469,2150000
20517,1574000
14709,1230000
2593,996888
16840,1631302
9780,1742000
21479,1009503
13138,1331000
4526,1980000
21514,1030000
8484,698000
20646,1259000
11184,1428000
6050,1996000
8846,885000
8166,1505000
9703,732000
15142,1133000
6676,1634000
21528,1055000
14470,2219000
9705,1178000
10265,1154000
18567,1466500
10788,2793000
7636,5352000
20316,1864800
573,1573000
18301,1008990
10564,1269000
12179,1840000
6993,2078000
5396,1370000
14474,2242000
19744,1084000
5679,1002000
68,1915500
22636,3030000
14007,1394000
2999,1060000
4746,4192670
12593,1527000
8532,712000
18453,1280000
15035,1538000
5691,2067000
21375,925806
12434,1458000
14223,2688888
17452,1614000
14103,1285000
19037,1500000
15807,1315750
4341,1220000
3017,1355000
14618,1910000
22113,2225000
8014,1673250
13995,1471000
4075,965000
20884,1785000
9664,781000
11540,1289000
18010,1791000
10307,1135000
16442,2264230
19197,2780000
23357,2130000
12983,5914000
3495,1555000
7143,1437000
15144,1087000
16856,1308732
11427,1280000
12794,3276000
1485,1396800
20096,1543240
7652,4759366
14931,1282000
21265,1332600
15879,1876000
4267,1696000
10586,2549000
14780,935000
675,1256000
5134,4358000
23,3177660
22349,1550000
14669,1380000
11052,2615000
540,3780000
15483,1940000
3046,1250000
2036,1425000
3065,2188000
13544,1199880
6109,2360000
17964,1637000
7098,1233000
6375,804000
7871,2906000
7980,1605800
12807,2302000
6927,1545000
1041,1337000
12239,1705000
22646,1338000
21430,1611904
9605,1251000
114,2063100
6991,1259000
9390,1049000
4250,1539000
7550,6989400
8422,1456000
13328,1315000
19824,1381050
19013,1370000
3853,520000
13014,1548000
5813,1394600
20639,1222000
22383,740000
1758,1530000
20302,823200
4310,1560000
7644,2189484
10895,2184000
3680,1953000
15698,1559000
21323,945200
3598,1775000
17746,1667000
1480,2381700
7410,1358000
23412,3000000
12509,1699000
6278,911000
12810,1350000
19489,1122000
9869,1456000
6319,1389000
16139,1003000
18254,1762000
13710,2054250
18234,1007980
13700,1791900
20112,634400
10796,1565000
1780,1506400
13540,1231560
21885,1600000
3822,2500000
17552,1332972
18387,1980000
22521,1859000
9443,1305000
11244,3080000
5837,1096100
16730,1351528
17711,989000
16658,1164920
21203,1624300
10247,2023000
5044,3678000
12524,3434000
3838,469800
13829,2385900
6351,1655000
19141,1400000
588,1505000
19839,683200
13813,1631520
12405,2409000
18961,815000
18468,2050000
7790,1933000
18774,1582600
607,1016000
17090,1863105
12659,1554000
23229,1470000
19323,1550000
2984,1565000
3279,1091000
9066,773000
2815,2577000
20408,850000
2649,1638888
4923,2223340
22870,818000
2347,1418000
754,1218000
17004,1276257
11648,1443000
23660,1175000
6635,1447000
8721,1734000
6708,1764000
1414,1542800
17993,1244900
23067,1580000
8860,1101000
6157,1242000
3033,1530000
21488,1588874
3628,2529000
16683,1201267
5289,980000
5556,34500000
1348,1580000
11966,1631000
8495,1448000
7063,1159000
10460,1188500
9895,2146000
21507,1812800
12026,1286000
18611,1017500
5896,1254200
8562,2175000
12845,3778000
1618,1480000
8471,1140000
7045,1209000
2924,1230000
3206,1310000
20896,1960000
4274,1388000
15973,1168000
23682,1670000
10411,1164500
22004,1685000
14332,1408000
1950,2315500
4829,2091270
10928,2050000
18054,2418000
13581,1618650
1068,2377000
3660,1884150
15359,1306000
19464,1591000
2470,1300000
2274,1590000
11159,1228000
1265,1060000
17341,1241000
10958,1267000
7864,3033588
2845,2620000
3038,1400000
18345,2373000
11698,1743000
21902,1678000
8774,1462000
16084,3835000
21457,929726
5032,4430000
21936,1790000
347,4200000
14928,789000
2260,1000000
6277,1226000
13252,5573000
7091,1253000
19010,918000
9919,1350000
5880,1555900
4952,2750000
8762,1506000
1477,2303392
8372,950000
13084,1470000
20558,1580000
18087,1664300
9029,1772000
11019,1303000
7248,2511000
255,1528000
20239,802400
7283,1291000
12704,1353000
4513,1668000
14311,910000
10823,2052000
107,2297100
3717,2975000
6702,1160000
416,1320000
6516,1649000
4825,1550760
14002,1407000
14740,1220000
18405,1550000
19517,1119000
15767,2362888
13909,2635380
8775,2121000
20860,1929000
4606,1420000
19798,873990
19235,2860000
1900,3700000
7565,5528000
22617,3600000
15030,1586000
22143,1060000
14807,1508888
39,2741000
17367,1366325
9707,1461000
14487,2180000
17684,1545000
23272,1580000
13332,1729000
13363,1186000
9309,1463000
2980,1565000
11629,1220000
10760,1644000
13902,2590830
17035,1325143
3544,2750000
2867,940000
17074,1149960
17907,1677218
10809,1570000
4570,1250000
6454,2205000
12162,1725000
1878,2799000
20466,1180000
3897,1094000
20986,1172000
11857,1095000
11642,1258000
2729,2080000
18732,1965600
6850,2362140
414,3150000
7887,2623540
15490,2830000
6386,1308000
13679,1323630
19885,808520
21477,1635400
5067,5120000
18788,1559000
6485,1363000
23453,920920
6333,1731000
19706,1075200
15412,2480000
5932,1285400
19415,1663000
8065,4321868
10919,1588000
16904,1340658
22717,1538000
1787,2800000
12028,2222200
36,3350370
7767,1766952
4187,1850000
8867,784000
11825,1324000
1555,1608000
14860,1110000
7252,1463000
6398,792000
16403,3100000
19099,2317000
21218,1447000
19355,3518000
3708,1550000
14121,1295000
19833,857790
16303,1950000
5775,1002000
13069,1496000
17564,996000
21119,2615000
7073,1178000
12012,1431200
18984,2148800
23317,1790000
10334,1148500
20397,1238000
1746,1900000
17407,1075000
8879,803000
17516,2874732
11080,3080000
7260,2666000
14064,2038888
21774,2660000
4038,1818888
11597,1410000
3705,2070000
3955,13080000
23066,1000000
11567,1071000
3428,1219000
16141,1500000
2507,6000000
4681,5564000
16914,1992870
8402,1170000
10859,2061000
19108,1605000
4747,1569460
14787,1213000
6711,1492000
5492,1250000
20306,819200
9862,1221000
10512,1789000
11687,1419000
11417,1825000
11199,3280000
6048,1559000
13388,1638000
1809,2555000
20037,1737580
7675,3740369
13715,1756260
10107,1717000
22818,920000
1715,1620000
8994,1169000
7614,2409393
8676,1217000
6436,1750000
16800,1213940
17471,999000
5828,1375000
10638,1205000
22176,11475720
13915,2388870
18120,1050000
7351,1106000
16325,1660000
